49;46
37;42
75;42
6;60
29;41
21;43
21;77
6;0
16;58
49;33
10;0
45;51
13;59
77;79
19;98
44;54
96;68
10;33
45;72
13;68
63;75
52;86
87;84
94;59
44;55
7;96
47;6
66;53
84;12
11;95
50;55
23;7
41;98
22;85
6;86
13;87
74;69
6;66
77;13
68;0
48;21
80;75
80;96
60;46
41;17
72;71
79;43
94;48
33;72
58;16
4;39
61;72
90;78
43;67
19;19
40;11
38;68
16;20
18;71
88;76
48;12
7;12
60;79
51;1
18;46
37;61
85;74
4;98
17;75
94;47
10;89
57;87
59;48
71;25
1;30
42;59
24;1
80;1
3;36
82;83
45;73
99;20
70;82
58;3
50;88
77;4
43;60
60;86
11;3
33;32
43;12
66;27
28;67
4;46
82;83
8;38
58;79
61;7
10;81
69;71
76;12
72;98
84;19
74;33
65;95
59;59
86;60
28;25
24;67
50;84
22;58
37;11
18;33
14;50
22;81
93;35
33;98
69;66
51;69
16;44
