6;59
48;25
27;24
81;68
51;32
26;87
80;92
38;30
67;63
29;7
14;35
99;15
58;25
14;46
17;28
87;59
84;23
47;88
56;64
96;80
68;8
52;74
57;0
63;90
50;24
60;45
12;64
89;11
58;70
50;56
67;75
98;90
78;51
67;97
78;86
46;16
90;46
98;99
41;47
24;62
59;91
55;36
47;71
93;97
5;5
32;44
86;72
75;82
80;16
54;95
11;10
56;1
52;53
53;54
68;93
85;77
13;79
50;92
41;12
18;44
40;98
70;2
85;78
46;98
93;17
27;0
53;56
9;35
41;57
51;62
91;62
41;88
32;4
17;44
40;74
72;87
41;32
10;95
45;26
95;56
8;90
46;22
9;62
19;7
22;51
13;22
62;13
70;6
50;95
21;87
26;90
22;45
92;67
46;84
92;37
79;41
16;1
15;77
85;25
28;86
61;7
72;93
52;23
70;42
81;2
45;91
89;7
27;19
4;81
71;25
66;48
1;2
80;34
12;16
55;17
24;40
86;16
91;48
91;38
92;62
