95;23
70;24
91;85
96;62
46;8
30;76
5;42
40;27
72;68
94;28
73;69
22;59
12;62
39;16
73;84
59;11
35;20
5;82
44;78
38;2
30;42
84;69
48;87
55;76
5;21
90;1
61;30
92;65
81;25
61;32
43;6
26;21
3;30
8;83
37;99
41;47
68;67
55;25
2;16
37;62
16;59
89;80
45;77
54;33
17;26
84;16
37;60
42;10
93;92
91;51
50;31
50;32
57;18
34;57
20;11
22;24
4;36
65;63
97;1
79;19
87;66
79;63
73;76
68;21
72;18
1;59
91;74
92;4
61;1
12;79
3;81
69;87
50;59
60;86
58;99
66;39
54;45
22;45
66;79
97;90
2;91
65;51
55;93
46;58
89;68
50;11
98;92
51;71
58;48
48;63
54;16
13;66
11;8
87;35
78;77
20;36
87;80
25;86
96;94
63;72
83;85
29;65
88;81
81;32
95;46
14;81
47;49
57;28
15;58
88;44
80;45
77;8
94;20
66;3
27;42
27;29
46;62
95;56
40;35
33;76
