80;42
35;77
24;28
88;55
1;56
18;74
92;94
61;14
65;94
20;77
77;33
23;9
98;8
64;6
93;46
40;9
86;25
6;76
83;10
67;94
20;84
31;37
52;12
58;44
21;17
2;78
40;50
59;25
32;38
36;23
32;77
3;29
5;70
32;9
3;40
76;51
89;23
35;7
51;93
10;93
24;25
75;64
89;16
6;34
9;73
51;43
24;41
63;54
15;29
21;96
99;18
93;97
5;88
81;80
73;8
33;43
7;49
17;9
43;49
22;24
19;5
46;73
79;43
24;62
58;94
12;45
42;57
98;5
85;99
8;31
27;11
12;93
2;34
83;30
6;98
3;58
31;25
20;1
63;11
5;96
41;73
83;70
27;35
87;81
64;65
76;95
40;91
78;40
22;95
93;61
71;28
5;48
1;3
66;25
73;17
90;23
93;14
2;73
6;21
86;89
36;71
62;14
6;76
71;40
54;29
9;16
16;25
80;67
44;70
87;98
22;18
32;77
51;67
40;86
75;9
80;26
92;63
40;95
35;51
32;63
