58;40
11;47
10;89
83;44
10;55
47;62
74;7
9;93
11;44
29;29
81;0
42;1
89;70
10;85
53;45
37;11
10;63
53;48
92;73
28;88
50;2
9;75
68;76
21;71
0;31
32;2
3;33
3;26
11;45
90;65
77;16
79;28
76;87
60;32
73;21
75;40
67;23
52;37
8;88
19;25
27;60
94;3
29;83
28;49
15;92
8;18
46;44
31;40
24;75
48;44
36;97
73;23
60;4
92;25
50;68
29;11
67;29
12;75
24;48
41;40
11;39
83;1
41;9
84;67
63;66
63;32
8;99
3;36
13;68
37;95
59;15
45;18
93;78
26;9
50;69
9;19
21;61
70;44
63;62
80;7
91;26
26;44
32;99
20;29
77;46
61;9
27;88
66;58
68;72
41;92
64;70
83;2
47;85
99;5
12;10
89;80
24;56
7;15
96;8
6;27
36;25
13;68
78;15
39;79
24;46
68;81
83;88
25;51
57;82
45;24
4;21
77;86
1;80
89;37
64;49
27;95
15;53
68;40
72;94
92;8
