20;51
52;75
1;15
74;43
58;99
96;42
48;51
84;77
25;88
93;44
92;60
69;28
73;26
25;86
33;49
52;31
59;5
73;4
48;60
11;99
94;6
57;7
37;42
82;93
38;62
22;28
56;82
9;43
81;82
83;34
17;66
24;36
40;76
88;97
48;40
99;0
59;42
37;8
2;96
10;19
47;92
74;32
27;56
38;35
69;9
27;21
9;39
67;51
0;2
42;56
8;49
91;93
2;19
68;80
0;56
0;78
63;99
7;74
62;90
51;45
19;31
22;79
82;28
30;90
98;83
84;25
18;6
25;27
8;72
28;93
72;60
59;28
55;87
77;67
64;17
0;81
12;35
16;23
13;94
29;46
23;11
69;13
41;94
66;46
40;49
9;47
75;64
51;20
39;82
51;80
13;4
91;52
27;25
20;7
6;92
55;49
15;29
23;24
70;56
57;42
89;62
78;18
38;16
99;81
62;78
34;2
54;27
53;77
85;33
25;25
26;43
24;80
4;41
97;48
42;27
89;6
24;31
47;20
1;63
93;98
