85;4
18;93
88;43
9;40
62;72
25;14
70;32
75;91
60;91
75;81
45;49
68;56
13;53
23;45
76;76
32;53
99;61
57;3
43;87
59;18
84;6
90;36
79;55
98;17
99;40
41;73
81;96
49;61
59;46
22;24
78;35
49;55
10;29
16;58
76;53
11;27
63;61
68;53
23;95
87;66
91;22
18;28
42;24
70;19
43;1
88;45
0;73
2;89
47;62
15;18
97;76
37;79
84;61
8;57
75;7
29;95
75;66
90;99
70;17
70;12
57;14
39;11
52;9
71;94
64;0
76;39
70;62
75;65
22;54
62;83
78;97
15;43
95;53
23;57
69;65
31;45
56;79
88;23
17;9
61;60
51;81
43;89
54;21
27;70
53;28
25;41
37;31
37;40
97;32
49;60
5;18
97;33
56;14
23;86
98;25
6;36
25;1
22;2
72;31
59;1
43;26
9;36
76;80
64;46
58;25
95;65
98;16
30;93
31;6
31;5
41;81
34;90
92;18
49;56
9;16
94;60
96;52
84;56
54;72
49;48
